name,segment,job,world,world_group,tier,union_level,access_flag,active_day_ratio,avg_exp_pct,avg_exp_on_active,character_age_days,cluster,pre_avg,post_avg
저음,Lv.285~289,도적,베라,베라,2,9483.0,True,0.373015873015873,87.95,5217204842798.191,1872.0,2,402534212824.7143,2539779452336.813
적랑화,Lv.285~289,렌,스카니아,스카니아,3,8673.0,True,0.8189655172413793,79.59,4086008595039.558,269.0,2,3220040517407.32,3380986852676.6484
적설매화검,Lv.290~294,렌,스카니아,스카니아,2,9186.0,True,0.8559322033898306,60.91,6077279895298.426,269.0,2,1566200859349.2593,6280415892557.264
적안빵두,Lv.285~289,렌,베라,베라,3,9622.0,True,0.8571428571428571,15.59,355317143748.25,269.0,1,540783370587.65717,213701467629.04395
전권혁,Lv.285~289,마법사,스카니아,스카니아,3,9031.0,True,0.48412698412698413,15.31,341576398736.2787,3363.0,1,139137894970.25714,175454219768.72528
전라도,Lv.285~289,아크,크로아,루나크로아,3,9433.0,True,0.30158730158730157,23.02,731324584222.7368,2003.0,1,20148016772.028572,297639050697.17584
전봄,Lv.285~289,렌,루나,루나크로아,3,9244.0,True,0.9761904761904762,70.09,3215424731207.4067,269.0,2,1629476286640.6858,3719401889077.879
전형재,Lv.285~289,기사단,베라,베라,2,9431.0,True,0.6587301587301587,95.82,7017499772662.072,981.0,2,1061741687415.7428,5992214528257.154
절편봇,Lv.285~289,렌,루나,기타,2,9128.0,True,0.9043478260869565,97.23,7585711388162.529,269.0,2,3629390767644.5415,7712182482916.857
점구,Lv.285~289,마법사,엘리시움,기타,2,9294.0,True,0.7301587301587301,81.92,4426914221758.271,3263.0,0,1349487078068.6287,3956528139223.725
점보,Lv.290~294,마법사,루나,루나크로아,1,9744.0,True,0.9206349206349206,97.35,12920477881811.043,4832.0,0,3835983965742.086,14994681269111.076
점빵,Lv.285~289,마법사,루나,루나크로아,2,8770.0,True,0.873015873015873,92.04,5885369395138.055,269.0,2,5174060690777.371,5124159442725.033
점프디바크리,Lv.290~294,아델,베라,베라,2,9478.0,False,0.16666666666666666,5.93,994932845120.8096,1826.0,1,494648321085.5714,39350533071.89011
접윙,Lv.290~294,도적,베라,베라,2,10501.0,True,0.23809523809523808,1.17,66256145518.7,2089.0,1,23588231.0,21833612939.296703
접챙,Lv.285~289,마법사,루나,루나크로아,3,9397.0,True,0.15079365079365079,50.57,2030587277174.7896,2585.0,1,975713038868.9429,48694526438.54945
접카사,Lv.285~289,해적,스카니아,스카니아,3,9364.0,True,0.29365079365079366,38.15,1447556541216.4055,702.0,1,639564722631.5714,342580513548.3736
정거,Lv.290~294,은월,스카니아,스카니아,2,9398.0,True,0.626984126984127,62.08,6201027302244.798,815.0,2,688868303396.0,5118360068774.494
정관두,Lv.285~289,초월자,스카니아,스카니아,3,8938.0,False,0.16666666666666666,50.6,2032183833809.2856,1045.0,1,682229736682.3143,206569447539.7143
정글유미장인,Lv.285~289,렌,루나,루나크로아,3,7239.0,False,0.07692307692307693,18.38,479451771911.44446,269.0,3,165964074892.42307,0.0
정돈된거북이,Lv.285~289,렌,루나,기타,3,9434.0,True,0.8583333333333333,91.64,5819482958498.719,269.0,2,1825340728637.8965,6005185314229.33
정래당,Lv.285~289,기사단,베라,베라,3,9353.0,True,0.15873015873015872,32.86,1227071574787.35,1749.0,1,132305000538.91429,218799521724.011
정럭,Lv.285~289,해적,스카니아,스카니아,2,10026.0,True,0.9285714285714286,59.18,2502490866298.222,4672.0,0,894510528437.0571,2873445745731.813
정레어렌,Lv.285~289,렌,루나,기타,3,9924.0,True,0.12173913043478261,11.62,196584580462.07144,269.0,1,114593176747.91667,21405324.384615384
정론,Lv.290~294,마법사,엘리시움,기타,1,10090.0,True,1.0,76.59,8186411849669.698,3074.0,0,6033578399936.743,9014424714951.604
정만주,Lv.285~289,아델,크로아,루나크로아,2,9809.0,True,0.9285714285714286,69.29,3165490477612.188,2248.0,0,1330722235901.6858,3558100083780.956
정맨두,Lv.285~289,기사단,루나,루나크로아,3,9256.0,True,0.5158730158730159,74.39,3607048581595.0464,1169.0,2,125425172698.42857,2528222821530.033
정모,Lv.295~299,도적,베라,베라,1,9926.0,True,1.0,59.79,8434613551736.246,4844.0,0,5692292185967.314,9489352538570.451
정민하,Lv.285~289,렌,루나,루나크로아,3,9076.0,False,0.24603174603174602,52.51,2137597255228.5483,269.0,1,1576006390696.1428,122036167447.47253
정봉,Lv.285~289,도적,베라,베라,2,9283.0,True,0.5873015873015873,97.54,7795910130032.905,3378.0,0,1456718032710.2,5779255148105.253
정상화됨,Lv.285~289,은월,크로아,루나크로아,2,9431.0,True,0.8809523809523809,78.27,3932001739433.8286,633.0,2,1493055214758.743,4221925940226.363
정쏘렌,Lv.285~289,렌,스카니아,스카니아,3,8922.0,True,0.8333333333333334,60.5,2572013889170.105,269.0,2,922845813349.6285,2612767636215.6484
정우04,Lv.285~289,렌,엘리시움,기타,3,9228.0,True,0.8508771929824561,67.72,3069566486416.2476,269.0,2,1053211223771.4783,3005759242149.8022
정운,Lv.290~294,궁수,루나,루나크로아,2,9602.0,True,0.1746031746031746,3.5,420685570758.7273,2459.0,1,94708191779.42857,65277976312.21978
정인령,Lv.285~289,엔젤릭버스터,스카니아,스카니아,3,9155.0,True,0.023809523809523808,15.34,345240104232.0,974.0,1,0.0,11381541897.758242
정착민,Lv.285~289,마법사,루나,루나크로아,2,9124.0,True,1.0,88.29,5274847608768.833,2695.0,0,3229549036067.1714,6061500905961.78
정통렌,Lv.285~289,렌,엘리시움,기타,3,9729.0,True,0.5555555555555556,29.23,1056763751564.3167,269.0,1,502092296971.64703,602969846652.0989
정훈키스민상,Lv.285~289,렌,오로라,기타,3,8562.0,True,0.1111111111111111,52.14,2120375006351.5715,259.0,1,848150002540.6285,0.0
정힛,Lv.290~294,마법사,엘리시움,기타,2,9990.0,True,0.9285714285714286,81.78,8956274334414.666,684.0,2,2414791693689.8286,10586443822498.594
제갈선아,Lv.285~289,아델,베라,베라,3,9520.0,False,0.07142857142857142,14.97,326170972131.55554,1754.0,1,50206667306.685715,12948410917.032967
제노느와니,Lv.285~289,레지스탕스,루나,루나크로아,2,9202.0,True,0.9444444444444444,96.74,7324494859580.588,451.0,2,3996436847941.3716,8041094490243.318
제동,Lv.290~294,에반,루나,루나크로아,2,10297.0,True,0.8174603174603174,28.28,3330167848109.903,3748.0,0,1182780634846.5715,3314395232260.3296
제로침범,Lv.290~294,초월자,엘리시움,기타,2,10076.0,True,0.7301587301587301,40.68,4280635404567.9346,4601.0,0,2454302555716.3145,3383712832639.3296
제로프리즈,Lv.285~289,초월자,엘리시움,기타,3,9745.0,True,0.7063492063492064,33.91,1274555723407.7866,4609.0,0,1391370232654.0857,711401112531.8682
제리제자리,Lv.285~289,렌,루나,기타,3,10380.0,True,0.34710743801652894,31.05,1148439739975.976,269.0,1,1249849249657.0334,118010896585.4945
제송,Lv.285~289,도적,베라,베라,3,9903.0,True,0.5,9.87,146960588873.8254,3321.0,0,69851473139.82857,74875994935.79121
제프,Lv.285~289,카인,오로라,기타,3,8777.0,False,0.06349206349206349,55.55,2300806332725.5,1004.0,1,525898590337.25714,0.0
젝무군,Lv.285~289,렌,엘리시움,기타,3,9163.0,True,0.6881720430107527,51.28,2069093042300.6719,269.0,2,3142452892014.5,1386121416738.6155
젠틀한코카인,Lv.285~289,카인,루나,루나크로아,3,9175.0,True,0.8095238095238095,74.3,3599315289964.794,1520.0,2,535058623632.4857,3828605579662.3296
졀룐,Lv.285~289,전사,베라,베라,3,9192.0,True,0.2857142857142857,24.93,841494979895.1111,3886.0,1,5838217523.914286,330653644647.10986
조각광산,Lv.285~289,마법사,엘리시움,기타,3,9582.0,True,0.48412698412698413,48.85,1934405773211.8196,451.0,1,577908123823.2,1074417228924.2748
조각난땅콩,Lv.285~289,렌,루나,기타,3,8738.0,True,0.9824561403508771,77.37,3850170034366.509,269.0,2,3465961426720.696,3862658582796.4067
조각닻,Lv.285~289,렌,스카니아,스카니아,3,8666.0,True,0.8053097345132744,55.86,2333899736607.066,269.0,2,861150088852.909,2125709605236.033
조거,Lv.290~294,마법사,크로아,루나크로아,2,9651.0,True,0.9574468085106383,30.61,3539191799105.0444,7.0,2,3192820970024.7427,3959574750738.4165
조금만더줘,Lv.285~289,렌,루나,루나크로아,3,7652.0,False,0.1111111111111111,26.5,915911011654.3572,269.0,1,366364404661.74286,0.0
조대파퀴벌레,Lv.285~289,전사,크로아,루나크로아,3,10002.0,True,0.015873015873015872,23.67,767916874897.0,2607.0,1,0.0,16877293953.78022
조떵호,Lv.285~289,기사단,루나,루나크로아,3,9427.0,False,0.373015873015873,59.08,2497870123649.9575,989.0,1,1205852227805.3713,826319426795.1648
조선소유저,Lv.290~294,마법사,엘리시움,기타,2,9373.0,True,0.8095238095238095,53.07,5218594809118.343,3319.0,0,2650864883454.5713,4829850545155.615
조숩비,Lv.285~289,기사단,오로라,기타,3,9297.0,True,0.4603174603174603,83.15,4567916671441.982,1044.0,2,1159825120713.0,2465332832073.4067
조예민,Lv.290~294,해적,엘리시움,기타,2,9679.0,True,0.9603174603174603,53.39,5234466508873.934,2411.0,0,3437298635747.914,5638076871676.582
조조건,Lv.285~289,렌,루나,루나크로아,3,8874.0,True,0.7008547008547008,85.86,4901547998838.731,268.0,2,2354048811267.9614,3744194140789.11
조증o,Lv.285~289,칼리,엘리시움,기타,3,9370.0,False,0.07142857142857142,55.3,2284365350515.5557,269.0,1,560981683275.4286,10164057582.417582
조짜이보앰,Lv.285~289,렌,베라,베라,2,8896.0,True,1.0,92.44,5978948880484.193,269.0,2,2508690338350.174,6856047193331.253
조참참,Lv.285~289,렌,스카니아,스카니아,2,9042.0,True,0.9523809523809523,96.28,7221660179123.366,269.0,2,5393620370284.058,7448598994888.594
졸년,Lv.285~289,프렌즈 월드,루나,루나크로아,2,9034.0,True,0.8253968253968254,93.76,6286167185328.404,451.0,2,1126060775340.6858,6751090770738.791
졸피뎀냥이,Lv.285~289,렌,엘리시움,기타,3,8899.0,False,0.016260162601626018,10.85,170582926020.0,269.0,1,0.0,3749075297.142857
좀니,Lv.290~294,마법사,엘리시움,기타,2,9787.0,True,1.0,63.45,6495617587620.437,2624.0,0,1330889439652.3428,8482051490685.088
좀도둑용용이,Lv.285~289,팬텀,스카니아,스카니아,3,8863.0,True,0.6578947368421053,56.47,2356606026439.933,268.0,2,304290807085.5217,1865349048571.7363
좁빡,Lv.290~294,레지스탕스,베라,베라,2,9524.0,True,0.5555555555555556,61.76,6168249198551.2,3145.0,0,341960387654.8571,4613283849787.517
좁은,Lv.285~289,칼리,크로아,루나크로아,2,9330.0,True,0.5873015873015873,84.54,4751876115717.716,985.0,2,711905403811.6,3590353224502.253
종로구그랑죠,Lv.285~289,렌,루나,루나크로아,3,9376.0,True,0.8015873015873016,65.45,2886320958866.218,269.0,2,1772457354510.8857,2521784719094.5825
종쨩,Lv.290~294,기사단,크로아,루나크로아,2,9739.0,True,0.9444444444444444,12.61,2039486116344.4119,2409.0,0,1269151513788.3713,2178885108377.934
종컵,Lv.285~289,해적,엘리시움,기타,3,9469.0,True,0.41228070175438597,73.44,3520296562981.298,975.0,2,230236221293.9565,1759983575498.4614
좋별,Lv.285~289,궁수,크로아,루나크로아,3,9161.0,True,0.40476190476190477,45.74,1785942219749.1177,1913.0,1,224715117749.02856,914483781164.7142
좋은엔버,Lv.285~289,엔젤릭버스터,스카니아,스카니아,3,8951.0,True,0.2857142857142857,33.54,1254272330755.4722,2856.0,1,242931488081.77142,402760459608.0769
좌파,Lv.285~289,궁수,크로아,루나크로아,3,10148.0,True,0.17525773195876287,12.94,236502577547.94116,451.0,1,572774554089.5,6416444986.571428
좽우,Lv.285~289,아크,루나,루나크로아,3,9137.0,False,0.007936507936507936,2.03,188964612.0,1914.0,1,5398988.914285715,0.0
죠린,Lv.290~294,카데나,스카니아,스카니아,2,9627.0,True,0.9603174603174603,85.7,9624543273909.123,815.0,2,1992524018598.6,12031114236176.406
죠죠주먹,Lv.285~289,해적,크로아,루나크로아,2,9335.0,True,0.873015873015873,89.79,5506163610000.7,634.0,2,1877430358985.5715,5933713566325.077
주난로드,Lv.285~289,도적,크로아,루나크로아,3,9476.0,True,0.25471698113207547,67.57,3059704241510.6294,269.0,1,689212864783.2,794217819220.2087
주난은불독중,Lv.285~289,마법사,스카니아,스카니아,2,9212.0,True,0.8650793650793651,87.52,5151615505236.881,2132.0,2,1253835358852.257,5688372005615.286
주듸,Lv.285~289,엔젤릭버스터,베라,베라,3,9531.0,True,0.8492063492063492,21.3,637584200862.8318,2157.0,0,57742930437.02857,727478098099.1978
주로렌,Lv.285~289,렌,베라,베라,3,8756.0,False,0.008130081300813009,58.01,2438047518853.0,269.0,1,76188984964.15625,0.0
주림,Lv.290~294,도적,루나,루나크로아,2,9615.0,True,0.9285714285714286,46.4,4694406806057.615,4757.0,0,2486540228821.514,5079304267032.835
주용몬,Lv.285~289,도적,스카니아,스카니아,3,8829.0,True,0.9841269841269841,34.71,1307726292132.4597,2084.0,0,913172069310.8572,1430736679104.8901
주은,Lv.285~289,엔젤릭버스터,루나,루나크로아,3,9466.0,True,0.16666666666666666,27.79,985094054485.762,1004.0,1,335925321905.5714,98127350302.26373
주케치,Lv.285~289,아델,오로라,기타,3,9289.0,True,0.9682539682539683,47.22,1847107782316.6064,2225.0,0,967383449177.6285,2104271744191.3076
주황왕리본,Lv.285~289,엔젤릭버스터,베라,베라,3,8948.0,True,0.9206349206349206,77.56,3863347606008.5605,269.0,2,2993723381367.2285,3773274768671.868
주훈검사,Lv.285~289,전사,베라,베라,3,5468.0,False,0.12295081967213115,54.41,2249707811660.467,269.0,3,754150177468.7097,113922655751.3956
죽각,Lv.290~294,궁수,엘리시움,기타,1,9971.0,True,0.9920634920634921,95.44,11502326379044.184,5111.0,0,5998863865946.028,13492643539257.275
죽순핑,Lv.285~289,마법사,크로아,루나크로아,3,9189.0,True,0.5158730158730159,78.94,4005709441436.246,451.0,2,257968028404.2857,2762002557134.132
죽을놈,Lv.290~294,아크,스카니아,스카니아,2,9326.0,True,0.9444444444444444,56.78,5569900463273.841,792.0,2,4704424155482.343,5474322084480.274
죽창호주,Lv.285~289,전사,제니스,기타,2,9232.0,True,0.9444444444444444,85.21,4820400540749.807,429.0,2,3320404233912.1143,5026522155629.703
준귀멸살,Lv.285~289,렌,오로라,기타,3,9074.0,True,0.5294117647058824,54.1,2236591172854.127,269.0,2,3029541525.964286,1547477106891.022
준슈렌,Lv.285~289,렌,스카니아,스카니아,3,8719.0,True,0.6190476190476191,44.7,1734531234270.718,269.0,2,225167694042.2,1400138098699.3296
준왱,Lv.285~289,도적,스카니아,스카니아,3,9328.0,True,0.2698412698412698,53.0,2167535803490.6765,1508.0,1,1525106084.1714287,809261962700.4066
준준형형,Lv.290~294,도적,스카니아,스카니아,1,9579.0,True,1.0,82.63,9146215005078.754,849.0,2,5731972107023.714,10459385350484.54
준크잉,Lv.285~289,에반,루나,루나크로아,3,9517.0,True,0.9603960396039604,81.34,4330488293669.639,402.0,2,2119564360281.9,4383095833880.615
준하용빵5세,Lv.285~289,초월자,루나,루나크로아,3,9096.0,False,0.29365079365079366,82.97,4539181734454.648,4621.0,0,722631015860.7715,1567666358458.1868
중각역상배,Lv.290~294,렌,스카니아,스카니아,2,8871.0,True,0.7777777777777778,46.61,4714390067729.847,269.0,2,3965321471883.0,3551911814523.297
중구토끼,Lv.285~289,렌,엘리시움,기타,3,9531.0,False,0.7094017094017094,88.93,5377393482337.145,269.0,2,2876718374358.923,4082736058248.912
중띱,Lv.290~294,카데나,루나,루나크로아,2,9508.0,True,0.9444444444444444,23.2,2985496323156.4536,2293.0,0,1579824681593.5144,3296485698899.3955
중키,Lv.285~289,호영,루나,루나크로아,3,9517.0,True,0.18253968253968253,32.37,1210597228970.0,1914.0,1,202478235607.4,228098879341.2198
쥐메르,Lv.285~289,메르세데스,크로아,루나크로아,2,9516.0,True,0.8968253968253969,87.3,5106794141955.619,633.0,2,1260429215107.5144,5856623247387.055
쥬니뿌니,Lv.285~289,전사,스카니아,스카니아,3,9081.0,True,0.49137931034482757,24.84,834274070371.1578,2127.0,1,78925599413.52,500884417866.1319
쥬니퍼,Lv.285~289,마법사,루나,루나크로아,3,9273.0,True,0.29365079365079366,45.62,1775963473030.8108,3542.0,0,294719238792.0571,608741485103.4945
쥬시오,Lv.285~289,마법사,루나,루나크로아,3,9093.0,True,0.7222222222222222,62.93,2705559675822.7363,851.0,2,1114734063986.743,2276815805058.6045
쥬쎌,Lv.285~289,렌,베라,베라,3,9023.0,False,0.015873015873015872,60.74,2583794805322.5,269.0,1,147645417447.0,0.0
쥬아,Lv.290~294,마법사,스카니아,스카니아,2,10009.0,True,0.8695652173913043,26.27,3175240921079.41,1353.0,0,2305353015035.6284,2960459207271.175
쥬아설,Lv.285~289,일리움,오로라,기타,3,9172.0,True,0.5555555555555556,58.47,2454047054673.1855,633.0,2,942982314606.7428,1525042997976.7803
쥬즈,Lv.295~299,엔젤릭버스터,스카니아,스카니아,1,10013.0,True,1.0,65.98,8862165705309.469,2263.0,0,5612771904355.286,10111932551830.309
쥰준,Lv.285~289,전사,루나,루나크로아,2,9577.0,True,0.753968253968254,76.3,3752191772746.758,1354.0,2,474944220870.74286,3734452425060.066
즈긴츄,Lv.285~289,전사,루나,루나크로아,3,9030.0,False,0.12903225806451613,7.13,86175613338.4375,269.0,1,38739104389.606064,1103509544.5934067
즈혁,Lv.295~299,아델,엘리시움,기타,1,10046.0,True,0.9523809523809523,11.34,5141956795014.05,1872.0,0,2999221562113.7715,5627055612392.352
즌윅,Lv.290~294,도적,스카니아,스카니아,2,9447.0,True,0.6746031746031746,55.08,5465403760710.471,1175.0,2,220656434144.62857,5020179609509.099
즐거울거예요,Lv.290~294,렌,스카니아,기타,2,8896.0,True,0.968,60.28,5991439094425.322,263.0,2,5176864911308.294,6032425532318.483
증기,Lv.290~294,전사,루나,루나크로아,1,9743.0,True,0.9920634920634921,97.46,12956961801613.16,427.0,2,7309663971499.028,14986615232958.012
지구부키,Lv.290~294,궁수,엘리시움,기타,2,9921.0,True,0.7619047619047619,27.12,3238982939621.6875,1872.0,0,2046392418673.8,2629875028023.066
지금프리미엄,Lv.285~289,카이저,크로아,루나크로아,3,9179.0,False,0.07936507936507936,56.19,2349426063514.8,3268.0,1,671092137053.5428,66327893.12087912
지나가시는분,Lv.290~294,마법사,루나,루나크로아,2,9502.0,False,0.18253968253968253,23.83,3013211800562.5654,3379.0,1,1881866962280.4285,37786019045.31868
지난날렌,Lv.285~289,렌,엘리시움,기타,3,8932.0,True,0.8461538461538461,59.11,2499094315484.535,269.0,2,1500132627194.7307,2290185592592.3735
지다야,Lv.285~289,팬텀,엘리시움,기타,2,9614.0,True,0.7142857142857143,93.94,6394233362650.033,2459.0,0,912358084137.2572,5973060106524.165
지라치,Lv.285~289,마법사,루나,루나크로아,2,9814.0,True,0.9206349206349206,75.5,3694615209908.526,3613.0,0,1083319174356.8857,4292958167548.3296
지리산풀,Lv.290~294,아델,스카니아,스카니아,2,9322.0,True,0.9126984126984127,11.44,1829866032705.7651,2205.0,0,947407988413.0571,1948080375458.3076
지민앗,Lv.285~289,마법사,엘리시움,기타,3,9674.0,True,0.6587301587301587,46.45,1811729830287.3977,2600.0,0,600595656300.7428,1421458548827.7803
지역은월,Lv.285~289,은월,크로아,루나크로아,2,9772.0,True,0.9761904761904762,53.67,2209308005685.797,4409.0,0,839163928228.6857,2663452167157.681
지예준,Lv.285~289,렌,스카니아,기타,3,8783.0,False,0.008771929824561403,14.57,312343820220.0,269.0,1,0.0,3432349672.747253
지우지않아,Lv.285~289,도적,엘리시움,기타,3,9127.0,True,0.9682539682539683,47.19,1845180231252.123,1825.0,2,1337811677782.6858,1959215159234.7803
지운숍,Lv.285~289,마법사,크로아,루나크로아,3,9512.0,True,0.30952380952380953,14.48,305700913590.4872,1472.0,1,23258571.77142857,131005731648.53847
지유신,Lv.285~289,해적,스카니아,스카니아,3,9106.0,True,0.2777777777777778,12.42,218755030837.57144,815.0,1,66548883703.08572,58540825820.95605
지유햇살,Lv.285~289,마법사,스카니아,스카니아,3,9861.0,True,0.6190476190476191,43.59,1695211610000.295,1004.0,1,591467333466.0857,1225551086908.9011
지존이츠,Lv.285~289,렌,스카니아,스카니아,2,8811.0,True,1.0,94.04,6403257618120.591,269.0,2,4021420277302.5415,7031434499215.462
지죈,Lv.285~289,레지스탕스,엘리시움,기타,3,9240.0,True,0.047619047619047616,15.65,356666614892.3333,997.0,1,1376571.4285714286,23515950652.241756
지칸사사게요,Lv.285~289,렌,루나,기타,3,8960.0,False,0.5294117647058824,90.78,5679397802788.889,269.0,2,2648561876894.143,3116948670578.725
지하돌땅따,Lv.285~289,엔젤릭버스터,제니스,기타,3,8740.0,True,0.5877192982456141,13.71,266599170668.1045,229.0,1,2219925892.304348,195726221310.32968
지호유이,Lv.285~289,도적,유니온,기타,3,9242.0,True,0.8888888888888888,74.05,3588569676527.4287,790.0,2,2299650436649.971,3532220203168.385
지황,Lv.285~289,엔젤릭버스터,엘리시움,기타,3,9569.0,True,0.3968253968253968,32.28,1203921711996.56,4966.0,0,96108374824.94286,624530686603.9011
지훈오빠야,Lv.285~289,해적,루나,루나크로아,3,8965.0,True,0.21428571428571427,18.78,503752134528.37036,3416.0,1,356456507833.2857,12366262176.934067
직장,Lv.285~289,레지스탕스,루나,루나크로아,2,9370.0,True,0.9761904761904762,98.74,8762969676722.846,3317.0,0,5502966776618.485,9727927835772.121
진가,Lv.285~289,아크,오로라,기타,3,9424.0,False,0.6428571428571429,63.79,2745030936913.383,2190.0,0,3792172429099.4287,984851328258.2858
진경몬,Lv.290~294,레지스탕스,스카니아,스카니아,2,9390.0,True,0.7301587301587301,75.0,7912332007650.369,3587.0,0,615349371931.2,7762607875672.989
진규타마,Lv.285~289,렌,스카니아,스카니아,2,8675.0,True,0.775,90.9,5699670996738.29,269.0,2,4806588975118.104,4293168378222.3735
진는,Lv.285~289,렌,베라,베라,3,10365.0,True,0.20168067226890757,8.76,116339125873.29167,269.0,1,99636050604.21428,25600044.40659341
진렌고래,Lv.285~289,렌,스카니아,스카니아,3,8797.0,True,0.9734513274336283,68.95,3144694197021.418,269.0,2,2031700978205.9546,3310098243426.6484
진셍,Lv.285~289,렌,베라,베라,3,9041.0,True,0.4365079365079365,27.7,982241072275.7819,269.0,1,0.0,593662186540.3077
진순충싫어,Lv.290~294,은월,엘리시움,기타,2,9370.0,True,0.7380952380952381,44.6,4580026423469.839,2460.0,0,1733894841094.1143,4013803713674.7363
진스템,Lv.285~289,레지스탕스,베라,베라,3,10829.0,True,0.8333333333333334,23.49,758036595131.0857,3678.0,0,1332642553945.743,362102781325.96704
진심찍먹,Lv.285~289,레지스탕스,스카니아,스카니아,3,9073.0,True,0.21428571428571427,17.55,444644013781.44446,418.0,1,14322570.514285713,131921836067.37363
진운,Lv.285~289,마법사,스카니아,스카니아,3,9143.0,True,0.2222222222222222,24.1,794738889124.7142,3432.0,1,258000014284.74286,145304268082.7033
진인,Lv.285~289,마법사,스카니아,스카니아,3,10047.0,True,0.8210526315789474,10.3,158681110938.92307,3461.0,0,1844173924818.0,54949790702.9011
진자람,Lv.285~289,궁수,스카니아,스카니아,3,9252.0,True,0.3968253968253968,41.1,1584579403705.52,2438.0,1,341818545549.3714,739179352648.8792
진짜중자독,Lv.285~289,렌,루나,루나크로아,3,8837.0,True,0.7169811320754716,29.57,1066301141561.5526,269.0,1,1035520630371.8667,719847003330.7693
진토린,Lv.285~289,렌,엘리시움,기타,3,9070.0,True,0.3185840707964602,13.77,269250934888.22223,269.0,1,209441275620.5909,55882698816.73627
진혼검제,Lv.285~289,렌,엘리시움,기타,2,9556.0,True,0.7739130434782608,60.41,2571283672016.8765,269.0,2,1090879003452.0,2227067590402.791
진혼도,Lv.285~289,렌,스카니아,스카니아,2,8700.0,True,0.6904761904761905,99.39,10115924772906.736,269.0,2,2202566481019.486,8824127784694.549
진희냐,Lv.285~289,도적,루나,루나크로아,3,9345.0,False,0.14285714285714285,39.07,1491515490391.9443,2114.0,1,223774989204.0,208957738515.54944
짐니,Lv.290~294,궁수,베라,베라,2,9364.0,True,0.9761904761904762,88.24,9988550052169.383,2614.0,0,5296829541337.972,11463765082087.967
집공정,Lv.285~289,렌,베라,베라,2,9455.0,True,0.8333333333333334,71.84,3358936308740.04,269.0,2,2618976954057.1035,2856519771498.3296
집속,Lv.290~294,도적,루나,루나크로아,2,9768.0,True,0.9206349206349206,59.0,5791151279614.138,5075.0,0,1803139175393.543,6688611838422.703
집약,Lv.285~289,초월자,스카니아,스카니아,3,8755.0,False,0.07936507936507936,40.02,1537859812635.0,4096.0,1,439388517895.7143,0.0
집정관,Lv.290~294,마법사,스카니아,스카니아,2,10145.0,True,0.9761904761904762,42.48,4441366603421.146,2791.0,0,2074686221577.457,5205209609511.978
집헌,Lv.290~294,전사,오로라,기타,2,10063.0,True,0.746031746031746,42.37,4422085062830.819,1914.0,0,1128515227613.6858,4133823768567.231
징아커,Lv.285~289,궁수,루나,루나크로아,2,9629.0,True,0.42857142857142855,98.92,9019613804160.518,1507.0,2,871594509906.0286,5017069643713.813
징칼,Lv.285~289,도적,유니온,기타,3,9766.0,True,0.8253968253968254,28.8,1037035113899.4807,5134.0,0,1470603225671.6287,619566362055.3737
짜구,Lv.285~289,은월,스카니아,스카니아,3,9333.0,True,0.6746031746031746,73.66,3541506565293.753,3307.0,0,683616703318.8572,3045071136635.2637
짜멍렌,Lv.285~289,렌,크로아,루나크로아,3,9140.0,True,0.6724137931034483,68.03,3086398539645.731,269.0,2,2486174377966.32,1962469523551.7473
짜식아,Lv.290~294,도적,엘리시움,기타,2,9425.0,True,0.9841269841269841,43.33,4490430777551.21,2394.0,0,2632195724744.3145,5106445780772.517
짜앗,Lv.290~294,기사단,베라,베라,2,9511.0,True,0.9920634920634921,45.87,4675977701733.592,451.0,2,3997150200020.2856,4885680832043.835
짝붸,Lv.285~289,도적,루나,루나크로아,3,9575.0,True,0.7222222222222222,80.91,4262267382708.209,2971.0,0,744365071113.4286,3975973124587.659
짝음,Lv.285~289,아델,오로라,기타,3,8855.0,True,0.9365079365079365,58.81,2474908081535.3643,994.0,2,1931255150085.543,2466431026023.945
짧겡,Lv.285~289,아델,베라,베라,2,9559.0,True,0.8095238095238095,64.46,2815017749778.039,2250.0,0,959646484338.2858,2786199818961.7583
짱규박사,Lv.285~289,궁수,엘리시움,기타,2,8947.0,True,0.8968253968253969,65.36,2881623635050.425,2349.0,2,1366329045579.4,3052768727092.5166
짱깩,Lv.290~294,은월,엘리시움,기타,2,10475.0,True,0.8809523809523809,90.15,10452592839291.396,4229.0,0,2076602143652.4856,11951172858609.979
짱도리프,Lv.285~289,렌,스카니아,스카니아,2,8670.0,True,0.9304347826086956,85.49,4852480143374.037,269.0,2,2816003729902.375,4962981162894.121
짱돌핑,Lv.285~289,은월,스카니아,스카니아,3,9130.0,False,0.047619047619047616,44.73,1734581157253.5,1893.0,1,53486441594.314285,93796280084.83516
짱승린,Lv.290~294,도적,크로아,루나크로아,2,9698.0,True,0.8650793650793651,41.42,4375849906777.358,1350.0,2,1545340686626.543,4647040833041.791
짱쎈찐,Lv.285~289,마법사,오로라,기타,2,10142.0,True,0.9603174603174603,99.2,9591620111896.059,1049.0,2,1906782600215.4285,12020314753097.615
째냥힛,Lv.285~289,해적,스카니아,스카니아,3,5460.0,True,0.3275862068965517,24.38,811655901752.8684,269.0,3,733247912346.8,137491499537.7912
째우에오,Lv.285~289,해적,스카니아,스카니아,3,8968.0,True,0.007936507936507936,58.01,2438047518853.0,269.0,1,69658500538.65715,0.0
