name,tier,access_flag,date_create,latest_level,world,union_level,ocid,character_class,world_group,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,추가 경험치 획득,공격력,마력,전투력
상발렌,3,False,2025-06-19T00:00+09:00,286,루나,8672.0,c5636026be180101cbc74bf8bc0972ffefe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,16459201.0,69.0,246.0,86.15,91.28,70.0,55.0,59.0,100.0,49831.0,144.0,123.0,60.0,1350.0,440.0,31937.0,1531.0,1301.0,1145.0,59443.0,26678.0,1448.0,4.0,4.0,4.0,0.0,0.0,80.0,0.0,30.0,6.0,12.0,0.0,5.0,0.0,37.0,3113.0,335.0,22811275.0
대구얼짱,3,False,2022-01-03T00:00+09:00,287,스카니아,9624.0,de60d548e2bf5c2c4e26da47c2f79bc1,패스파인더,스카니아,52561246.0,104.0,425.0,57.7,93.33,165.0,89.55,75.0,100.0,50640.0,170.0,123.0,279.0,1350.0,400.0,5560.0,49044.0,3064.0,3231.0,78970.0,36146.0,4.0,1453.0,4.0,4.0,0.0,0.0,12.0,16.0,55.0,4.0,12.0,3.0,6.0,27.0,36.0,6230.0,1097.0,97958557.0
나카가와나나,2,True,2017-01-01T00:00+09:00,291,엘리시움,9167.0,1cd6ee2137d18a8549d4b5d29cbcd7daefe8d04e6d233bd35cf2fabdeb93fb0d,플레임위자드,엘리시움,94709447.0,66.0,226.0,122.75,88.76,73.0,67.15,69.0,100.0,23097.0,160.0,123.0,252.0,1360.0,730.0,4420.0,4528.0,63745.0,7141.0,67052.0,108398.0,4.0,4.0,1478.0,4.0,-343.0,-180.0,213.0,136.0,64.0,4.0,59.0,4.0,0.0,7.0,346.0,2447.0,8143.0,125499618.0
겨울은짧아,3,True,2025-12-18T00:00+09:00,285,챌린저스,,60cfc3330a6d85cbba63b251c5ff27d5,보우마스터,챌린저스,43073801.0,36.0,424.0,77.35,97.61,126.0,84.0,46.0,100.0,41569.0,160.0,123.0,314.0,1450.0,470.0,6448.0,54468.0,2601.0,2583.0,75818.0,36122.0,4.0,1448.0,4.0,4.0,0.0,0.0,44.0,20.0,70.0,4.0,362.0,0.0,5.0,0.0,135.0,6124.0,1548.0,92762834.0
꽃뿌린,3,False,2024-10-30T00:00+09:00,285,엘리시움,8729.0,b2f0f16f736883b215ae8060eb19ad1e6fbb98200a15be5bcc73a64995849e9c,엔젤릭버스터,엘리시움,17821991.0,78.0,296.0,78.44,84.94,75.0,73.65,71.0,100.0,19535.0,160.0,123.0,81.0,1350.0,470.0,1765.0,33349.0,694.0,639.0,32795.0,17218.0,4.0,1443.0,4.0,4.0,0.0,0.0,0.0,4.0,49.0,5.0,12.0,0.0,5.0,0.0,47.0,2442.0,468.0,25016372.0
푯절,2,True,2024-12-19T00:00+09:00,290,스카니아,9737.0,8eaee8f9443623821cc1aed204c147c2,다크나이트,스카니아,76802083.0,79.0,277.0,122.75,90.42,84.0,118.25,62.0,100.0,97773.0,170.0,123.0,281.0,1350.0,700.0,54879.0,6411.0,3106.0,3534.0,125192.0,33672.0,1473.0,4.0,4.0,4.0,0.0,0.0,247.0,147.0,75.0,4.0,107.0,5.0,6.0,0.0,231.0,5722.0,1247.0,113826007.0
여우수인,3,True,2014-11-23T00:00+09:00,286,엘리시움,9125.0,d3a8d96053564b9c437a3af47886cb1eefe8d04e6d233bd35cf2fabdeb93fb0d,카이저,엘리시움,51422768.0,76.0,353.0,46.3,93.01,90.0,80.8,22.0,100.0,99999.0,170.0,123.0,298.0,1350.0,470.0,60301.0,6860.0,4382.0,4321.0,120571.0,34966.0,1448.0,4.0,4.0,4.0,-428.0,-204.0,12.0,16.0,90.0,4.0,52.0,0.0,5.0,27.0,109.0,6008.0,1185.0,118786251.0
뚠두붕,3,True,2022-06-30T00:00+09:00,288,루나,9556.0,2dd8ca1886e6ed454970c735d71a89cfefe8d04e6d233bd35cf2fabdeb93fb0d,윈드브레이커,루나,87793186.0,154.0,464.0,82.95,95.18,121.0,118.15,73.0,100.0,41608.0,170.0,123.0,249.0,1350.0,640.0,6838.0,55823.0,3277.0,3445.0,77964.0,40150.0,4.0,1458.0,4.0,4.0,0.0,0.0,125.0,55.0,50.0,4.0,17.0,0.0,5.0,7.0,424.0,6315.0,1339.0,132642417.0
아오인식시치,2,True,2022-06-30T00:00+09:00,290,엘리시움,9334.0,94311fbd5a9b12b6c88c80a341706484efe8d04e6d233bd35cf2fabdeb93fb0d,보우마스터,엘리시움,62943496.0,68.0,311.0,75.83,95.41,134.0,74.95,64.0,100.0,42023.0,170.0,123.0,269.0,1430.0,670.0,6809.0,59880.0,3397.0,3368.0,70101.0,27818.0,4.0,1468.0,4.0,4.0,0.0,0.0,236.0,136.0,60.0,4.0,63.0,0.0,5.0,0.0,148.0,6654.0,1182.0,116685823.0
아시아나퀸,3,False,2020-01-17T00:00+09:00,286,오로라,9186.0,53419f9445ee8ba6b3c7cd5833d9a9ac,아델,기타,25463583.0,103.0,272.0,68.6,94.21,106.0,80.15,74.0,100.0,76203.0,170.0,123.0,217.0,1350.0,590.0,44207.0,3711.0,1883.0,1963.0,78445.0,16788.0,1448.0,4.0,4.0,4.0,0.0,0.0,28.0,5.0,59.0,6.0,12.0,0.0,6.0,0.0,164.0,3170.0,654.0,32058527.0
쓸서누,1,True,2025-06-19T00:00+09:00,297,챌린저스,9367.0,04e68db5d947026323bee8b18761b0cd,렌,챌린저스,61885026.0,100.0,326.0,98.97,87.0,101.0,76.0,71.0,100.0,99621.0,170.0,123.0,266.0,1350.0,840.0,55545.0,7299.0,3845.0,4014.0,110012.0,33750.0,1513.0,4.0,4.0,4.0,0.0,0.0,282.0,158.0,50.0,6.0,151.0,0.0,6.0,7.0,613.0,5213.0,1183.0,99251764.0
허디우디,2,True,2019-01-19T00:00+09:00,293,이노시스,10387.0,e5be4ab29cc182ce45d404d76bf04f46efe8d04e6d233bd35cf2fabdeb93fb0d,아크,기타,105389674.0,77.0,268.0,55.23,86.12,80.0,91.25,81.0,100.0,99999.0,165.0,123.0,323.0,1350.0,710.0,66416.0,7925.0,5378.0,4953.0,82594.0,65845.0,1488.0,4.0,4.0,4.0,0.0,0.0,271.0,116.0,30.0,5.0,75.0,3.0,0.0,7.0,423.0,8247.0,1663.0,176731091.0
날렵한댄싱님,3,True,2025-12-18T00:00+09:00,285,챌린저스,,88e96218207cf2598de69ae930c11edb,팬텀,챌린저스,53997204.0,90.0,367.0,87.33,96.64,107.0,82.8,68.0,100.0,38596.0,160.0,123.0,339.0,1455.0,330.0,2747.0,6520.0,2541.0,53251.0,62297.0,39965.0,4.0,4.0,4.0,1443.0,0.0,0.0,44.0,20.0,70.0,5.0,162.0,0.0,5.0,7.0,115.0,5316.0,1412.0,107913361.0
첼시렌,3,False,2025-06-19T00:00+09:00,285,스카니아,5453.0,e1cb50ecd9c939717e4fd5d410723e1b,렌,스카니아,20572312.0,61.0,220.0,82.8,76.87,75.0,44.25,71.0,100.0,62610.0,144.0,123.0,173.0,1325.0,330.0,36750.0,2902.0,1632.0,1647.0,69583.0,21363.0,1443.0,4.0,4.0,4.0,0.0,0.0,20.0,4.0,10.0,6.0,26.0,0.0,5.0,0.0,47.0,3587.0,521.0,27235234.0
일룸티지,3,True,2025-12-18T00:00+09:00,285,스카니아,8102.0,3b285a194ffdf075d733d96837d3a0f8,일리움,스카니아,68008423.0,86.0,380.0,65.0,94.92,105.0,94.35,55.0,100.0,18775.0,168.0,123.0,348.0,1450.0,390.0,3954.0,4003.0,59291.0,7393.0,77062.0,54701.0,4.0,4.0,1448.0,4.0,0.0,0.0,24.0,4.0,50.0,4.0,212.0,0.0,6.0,6.0,95.0,2436.0,7551.0,142530681.0
구름이5세,3,True,2025-06-19T00:00+09:00,288,오로라,8695.0,318d2ba2f6659678e0d77b7b82ac323aefe8d04e6d233bd35cf2fabdeb93fb0d,렌,기타,64886337.0,74.0,433.0,98.97,97.05,103.0,77.8,60.0,100.0,99999.0,170.0,123.0,263.0,1390.0,480.0,56115.0,8037.0,5138.0,4940.0,100393.0,33806.0,1458.0,4.0,4.0,4.0,0.0,0.0,256.0,131.0,32.0,6.0,12.0,0.0,5.0,0.0,85.0,6201.0,1204.0,141568882.0
선인장윈브,2,True,2015-11-18T00:00+09:00,290,엘리시움,9101.0,fc091ba4878b937f1f9cae67ed8bb5ccefe8d04e6d233bd35cf2fabdeb93fb0d,윈드브레이커,엘리시움,79078487.0,113.0,472.0,82.95,94.94,132.0,78.55,70.0,100.0,49549.0,160.0,123.0,237.0,1350.0,640.0,7269.0,61834.0,3348.0,3752.0,81638.0,46488.0,4.0,1473.0,4.0,4.0,-448.0,-252.0,220.0,32.0,48.0,4.0,12.0,4.0,5.0,6.0,123.0,6131.0,1322.0,144741162.0
랑린,3,True,2015-12-10T00:00+09:00,288,베라,9705.0,38b494034c22577a0d67a94a0ea4c077,에반,기타,58979973.0,93.0,330.0,68.74,90.45,114.0,135.9,74.0,100.0,16912.0,170.0,123.0,231.0,1350.0,610.0,3448.0,3273.0,56641.0,6266.0,69008.0,99088.0,4.0,4.0,1458.0,4.0,-185.0,-185.0,256.0,244.0,56.0,4.0,51.0,0.0,6.0,7.0,402.0,1820.0,6482.0,103284695.0
살집,2,False,2023-12-24T00:00+09:00,290,스카니아,9121.0,ca50a65a9002957be6e0d7572428c8ff,카인,스카니아,20627038.0,99.0,133.0,144.89,74.59,97.0,90.0,50.0,100.0,18250.0,169.0,123.0,30.0,1320.0,490.0,1420.0,29927.0,916.0,1058.0,25891.0,21091.0,4.0,1468.0,4.0,4.0,0.0,0.0,92.0,41.0,48.0,6.0,95.0,0.0,6.0,6.0,112.0,2688.0,232.0,13889989.0
슈퍼스타,1,True,2019-09-28T00:00+09:00,295,엘리시움,10171.0,c95f6598ded5108b3c50acd42f9be306efe8d04e6d233bd35cf2fabdeb93fb0d,윈드브레이커,엘리시움,689446844.0,158.0,664.0,84.31,98.98,158.0,193.35,70.0,100.0,96615.0,170.0,123.0,478.0,1350.0,840.0,15365.0,129276.0,10824.0,10816.0,80116.0,37384.0,4.0,1493.0,4.0,4.0,0.0,0.0,72.0,42.0,56.0,4.0,42.0,5.0,6.0,7.0,533.0,20946.0,5555.0,1584606415.0
룬휵,2,True,2024-07-26T00:00+09:00,290,크로아,9190.0,2cd38de6f68a9b60dc5436517267702d,엔젤릭버스터,크로아,128238343.0,86.0,462.0,78.44,96.29,95.0,97.3,95.0,100.0,64302.0,171.0,123.0,365.0,1460.0,640.0,11211.0,77080.0,7595.0,7506.0,69310.0,55674.0,4.0,1468.0,4.0,4.0,0.0,0.0,19.0,23.0,52.0,5.0,12.0,2.0,6.0,0.0,180.0,7113.0,1987.0,279915667.0
둥보이안,3,True,2025-06-19T00:00+09:00,285,크로아,9944.0,e8b6a4d0c7b8957bdc81bd6508a9cc6f,렌,크로아,45037741.0,85.0,359.0,86.15,90.18,128.0,73.0,45.0,100.0,93784.0,170.0,123.0,250.0,1380.0,430.0,48913.0,5786.0,3431.0,3213.0,99820.0,43060.0,1443.0,4.0,4.0,4.0,0.0,0.0,52.0,37.0,44.0,6.0,52.0,2.0,6.0,7.0,44.0,4994.0,940.0,89594491.0
오랫,3,True,2023-06-15T00:00+09:00,285,베라,10558.0,932d84f64bc6144d5610733690def397,팔라딘,기타,45466341.0,77.0,396.0,48.5,89.13,80.0,72.7,82.0,100.0,99999.0,160.0,123.0,300.0,1350.0,420.0,56745.0,5527.0,3581.0,3406.0,105484.0,33144.0,1443.0,4.0,4.0,4.0,0.0,0.0,32.0,12.0,30.0,4.0,12.0,0.0,0.0,17.0,22.0,5552.0,1218.0,119580268.0
무연대자,3,True,2017-03-24T00:00+09:00,286,루나,10044.0,7e4c36567117b0db0b0b1489c20ce692,바이퍼,루나,29843642.0,101.0,133.0,36.73,91.03,86.0,78.05,71.0,100.0,74048.0,170.0,123.0,197.0,1190.0,380.0,42985.0,4955.0,2683.0,2647.0,84989.0,41092.0,1453.0,4.0,4.0,4.0,-440.0,-406.0,92.0,30.0,31.0,5.0,115.0,0.0,6.0,3.0,79.0,3611.0,667.0,29751645.0
빠규찬,3,True,2025-06-23T00:00+09:00,285,스카니아,8872.0,5b0c6f47947a3da7a22e72d5f9034055,렌,스카니아,53573456.0,88.0,389.0,87.7,96.06,93.0,76.15,60.0,100.0,97274.0,168.0,123.0,309.0,1350.0,470.0,52721.0,6141.0,3639.0,3432.0,102055.0,31181.0,1453.0,4.0,4.0,4.0,0.0,0.0,36.0,16.0,43.0,6.0,12.0,0.0,6.0,0.0,129.0,5381.0,1004.0,107952954.0
리토르넬,3,True,2025-12-18T00:00+09:00,285,챌린저스3,9553.0,312cf714565b7be78aff27319091c10b3663933da92e7566c55104ec9ac2894d,배틀메이지,챌린저스,70441237.0,121.0,298.0,74.46,88.85,136.0,109.0,77.0,100.0,43680.0,172.0,123.0,304.0,1450.0,440.0,3196.0,3588.0,55064.0,5970.0,159619.0,58334.0,4.0,4.0,1443.0,4.0,0.0,0.0,74.0,16.0,55.0,4.0,315.0,0.0,6.0,0.0,142.0,1884.0,6730.0,110135660.0
더불상,3,True,2024-06-22T00:00+09:00,286,루나,9136.0,84ce4d5a22321feb10b690783deaaa21efe8d04e6d233bd35cf2fabdeb93fb0d,윈드브레이커,루나,37643594.0,116.0,283.0,66.32,83.76,94.0,64.5,70.0,100.0,36769.0,170.0,123.0,222.0,1320.0,510.0,4886.0,43409.0,2275.0,2342.0,60615.0,37004.0,4.0,1448.0,4.0,4.0,0.0,0.0,192.0,90.0,66.0,4.0,88.0,0.0,6.0,6.0,106.0,4515.0,772.0,42981859.0
렌뗀청,3,True,2025-06-19T00:00+09:00,285,엘리시움,9717.0,fb5cf4c64461a2ce730fbf1014aad9468295750b1f4857867454debc45ec9c8a,렌,엘리시움,51822973.0,90.0,445.0,86.15,94.36,100.0,67.8,59.0,100.0,95101.0,170.0,123.0,291.0,1350.0,380.0,52223.0,5626.0,3708.0,3212.0,106755.0,33070.0,1448.0,4.0,4.0,4.0,0.0,0.0,32.0,8.0,70.0,6.0,12.0,0.0,6.0,7.0,76.0,5254.0,1191.0,117712012.0
폐어,3,True,2025-12-18T00:00+09:00,285,챌린저스3,,a5664196d53705f30835441b287c8090,렌,챌린저스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유후이설,3,True,2025-06-19T00:00+09:00,285,챌린저스,8830.0,d348ca5d62e74c09e5a18c41ff5b952d,렌,챌린저스,38274215.0,86.0,363.0,87.7,84.98,103.0,75.0,67.0,100.0,90235.0,170.0,123.0,206.0,1350.0,500.0,45568.0,5083.0,2391.0,3053.0,94183.0,46683.0,1453.0,4.0,4.0,4.0,0.0,0.0,194.0,161.0,48.0,6.0,102.0,0.0,5.0,0.0,137.0,4501.0,1101.0,70238572.0
신상,2,True,2024-08-03T00:00+09:00,291,루나,9388.0,f01c12774a9a610344b66612cc5824c9efe8d04e6d233bd35cf2fabdeb93fb0d,보우마스터,루나,87144006.0,104.0,356.0,77.35,95.98,131.0,129.9,165.0,100.0,47545.0,170.0,123.0,250.0,1350.0,710.0,7301.0,62941.0,3381.0,3727.0,79388.0,47622.0,4.0,1473.0,4.0,4.0,0.0,0.0,265.0,140.0,55.0,4.0,111.0,0.0,6.0,7.0,378.0,7152.0,1266.0,145278122.0
윈으,3,True,2019-10-07T00:00+09:00,288,스카니아,9555.0,605aee104fe927378ba6da622d8e1bf1,윈드브레이커,스카니아,97584924.0,154.0,387.0,84.31,88.1,87.0,124.25,76.0,100.0,52348.0,170.0,123.0,220.0,1380.0,560.0,8392.0,59736.0,4684.0,4242.0,101077.0,68596.0,4.0,1463.0,4.0,4.0,0.0,0.0,216.0,110.0,67.0,4.0,110.0,0.0,6.0,3.0,380.5,6483.0,1482.0,126764708.0
신안군,3,True,2022-12-22T00:00+09:00,285,스카니아,10014.0,312f7517bff76f965bee4774e031bfe2,윈드브레이커,스카니아,59370519.0,116.0,354.0,82.95,95.08,153.0,102.4,71.0,100.0,47059.0,170.0,123.0,302.0,1360.0,290.0,6747.0,53220.0,4755.0,4634.0,89783.0,33380.0,4.0,1443.0,4.0,4.0,0.0,0.0,32.0,16.0,65.0,4.0,60.0,2.0,6.0,7.0,42.0,5262.0,1471.0,89325433.0
150kg비건,3,False,2025-06-19T00:00+09:00,285,엘리시움,8914.0,84d087e1b9228e33626f7edf7310fc286fbb98200a15be5bcc73a64995849e9c,팔라딘,엘리시움,32131522.0,50.0,401.0,80.84,90.02,82.0,82.8,79.0,100.0,99999.0,170.0,123.0,228.0,1320.0,510.0,45323.0,4730.0,2806.0,2843.0,106441.0,43052.0,1443.0,4.0,4.0,4.0,0.0,0.0,224.0,104.0,30.0,4.0,0.0,0.0,5.0,0.0,94.0,4752.0,905.0,84445906.0
햄프,1,True,2009-01-02T00:00+09:00,295,베라,10418.0,555308f3c3ce0c46847992a149e2067f,비숍,기타,223481265.0,122.0,432.0,233.49,96.08,125.0,119.75,92.0,100.0,26101.0,170.0,123.0,313.0,1350.0,850.0,5336.0,5440.0,69956.0,9845.0,85833.0,167809.0,4.0,4.0,1498.0,4.0,0.0,5299.0,357.0,208.0,110.0,4.0,121.0,2.0,6.0,7.0,932.0,2612.0,8684.0,262657643.0
래므,3,True,2023-06-15T00:00+09:00,285,루나,9034.0,e0b97083067b1e93c87e5ebbc0057bcfefe8d04e6d233bd35cf2fabdeb93fb0d,"아크메이지(불,독)",루나,42012305.0,96.0,258.0,194.14,92.02,75.0,63.55,46.0,100.0,11289.0,170.0,123.0,187.0,1320.0,570.0,2681.0,2430.0,42725.0,3805.0,45228.0,92453.0,4.0,4.0,1443.0,4.0,0.0,0.0,60.0,4.0,159.0,4.0,5.0,0.0,5.0,0.0,50.0,977.0,3476.0,38400632.0
렌미국,3,False,2026-01-02T00:00+09:00,286,스카니아,9050.0,d22186151b9c5f53ef75e69cd1843b97,렌,스카니아,4963.0,15.0,61.0,0.0,54.4,35.0,30.0,4.0,0.0,1437.0,108.0,100.0,0.0,0.0,0.0,612.0,598.0,929.0,679.0,3980.0,383.0,158.0,4.0,4.0,4.0,0.0,0.0,12.0,11.0,50.0,6.0,0.0,0.0,6.0,4.0,24.0,109.0,95.0,9641.0
꼬레닝,3,False,2025-06-19T00:00+09:00,285,베라,10645.0,08228781b39f406614da74f275269268,렌,기타,29258059.0,84.0,364.0,86.15,93.41,101.0,64.95,70.0,100.0,69977.0,159.0,123.0,164.0,1360.0,460.0,41862.0,4156.0,2676.0,3082.0,83626.0,38704.0,1443.0,4.0,4.0,4.0,0.0,0.0,52.0,17.0,95.0,6.0,12.0,0.0,6.0,7.0,34.0,3829.0,771.0,54762018.0
진규타마,2,True,2025-06-19T00:00+09:00,290,스카니아,8675.0,635bae5ec9ff93b37cade6b511dba5d7,렌,스카니아,63525044.0,87.0,353.0,86.15,88.47,117.0,74.0,64.0,100.0,99999.0,170.0,123.0,255.0,1350.0,660.0,54763.0,7871.0,4310.0,3738.0,129447.0,38905.0,1468.0,4.0,4.0,4.0,0.0,0.0,238.0,138.0,38.0,6.0,95.0,0.0,6.0,0.0,132.0,6186.0,1456.0,132031734.0
또겸잉,3,False,2025-12-18T00:00+09:00,286,아케인,8313.0,a59375d2aa32b4c4231ed5219552382c,윈드브레이커,기타,20947208.0,109.0,178.0,66.32,82.76,77.0,68.8,65.0,100.0,27717.0,160.0,123.0,185.0,1350.0,400.0,2822.0,38968.0,1352.0,1198.0,37543.0,16084.0,4.0,1448.0,4.0,4.0,0.0,0.0,20.0,18.0,30.0,4.0,104.0,0.0,5.0,0.0,77.0,2921.0,1156.0,16424967.0
오차아,2,True,2016-06-30T00:00+09:00,292,크로아,9935.0,a72abcd9e3967c33fa545200df2ba559,섀도어,크로아,72814408.0,94.0,356.0,73.95,82.59,118.0,122.6,75.0,100.0,89103.0,170.0,123.0,279.0,1350.0,740.0,5370.0,7705.0,4145.0,57968.0,68714.0,36709.0,4.0,4.0,4.0,1478.0,-400.0,-189.0,223.0,149.0,60.0,6.0,106.0,3.0,6.0,3.0,479.0,6776.0,1436.0,161398050.0
츄르딩이,3,True,2025-02-25T00:00+09:00,286,스카니아,6559.0,183c452cd30ce46155a597c23eb6d0c5,팔라딘,스카니아,39040299.0,96.0,425.0,48.5,96.99,100.0,112.6,73.0,100.0,99999.0,170.0,123.0,308.0,1350.0,460.0,47768.0,6946.0,4045.0,4190.0,101322.0,31636.0,1448.0,4.0,4.0,4.0,0.0,0.0,32.0,16.0,30.0,4.0,52.0,0.0,6.0,0.0,77.0,5055.0,1073.0,84253297.0
매화콥,3,True,2025-06-19T00:00+09:00,285,크로아,9328.0,2f9aa2e8ed17946d81e070cdae4dff37,렌,크로아,43251693.0,121.0,360.0,86.15,96.29,90.0,97.8,60.0,100.0,90232.0,170.0,123.0,244.0,1350.0,450.0,47879.0,4679.0,3423.0,3062.0,117525.0,55886.0,1448.0,4.0,4.0,4.0,0.0,0.0,12.0,10.0,51.0,6.0,12.0,0.0,6.0,3.0,59.0,4122.0,788.0,67024255.0
투컨,3,False,2025-06-19T00:00+09:00,285,챌린저스,9000.0,d9ddf668f4bbabd401d8bf0978b8852f,렌,챌린저스,61852779.0,124.0,545.0,86.15,93.87,90.0,103.25,41.0,100.0,92068.0,170.0,123.0,276.0,1350.0,260.0,47272.0,7201.0,4873.0,3935.0,88242.0,40534.0,1443.0,4.0,4.0,4.0,0.0,0.0,82.0,16.0,21.0,6.0,12.0,0.0,6.0,6.0,61.0,5813.0,1159.0,123899558.0
응애로테,3,False,2025-06-19T00:00+09:00,285,챌린저스4,8821.0,f7da3e5e578136263a514d845e3262edefe8d04e6d233bd35cf2fabdeb93fb0d,렌,챌린저스,53180854.0,84.0,317.0,82.8,93.01,93.0,65.1,71.0,100.0,99402.0,170.0,123.0,310.0,1320.0,410.0,52780.0,6182.0,3762.0,3898.0,81600.0,20003.0,1443.0,4.0,4.0,4.0,0.0,0.0,27.0,26.0,42.0,6.0,200.0,0.0,6.0,0.0,67.0,5597.0,1218.0,97220435.0
채해빈,3,False,2025-06-19T00:00+09:00,285,챌린저스,5223.0,b3a03aa0ba19d5e7450737037da170e9efe8d04e6d233bd35cf2fabdeb93fb0d,제로,챌린저스,14599531.0,46.0,496.0,62.16,88.34,85.0,98.6,49.0,100.0,62364.0,160.0,123.0,127.0,1320.0,340.0,35744.0,2606.0,1964.0,2162.0,75696.0,,1443.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,30.0,4.0,0.0,2.0,6.0,6.0,22.0,3161.0,534.0,46490435.0
룡희,3,True,2016-05-17T00:00+09:00,286,베라,8842.0,0e3e0ff3de4040432dc8b48884bd6050,아란,기타,55810580.0,132.0,351.0,46.41,87.29,107.0,76.1,70.0,100.0,98849.0,170.0,123.0,204.0,1350.0,510.0,52131.0,6728.0,3273.0,3334.0,81119.0,32411.0,1448.0,4.0,4.0,4.0,-471.0,-500.0,226.0,136.0,40.0,5.0,122.0,0.0,5.0,0.0,157.0,5123.0,1027.0,87403054.0
꽃보다강남수,3,True,2025-06-19T00:00+09:00,285,엘리시움,9852.0,4059346594e5d4b3ef4b8b2c7ab5fa388295750b1f4857867454debc45ec9c8a,렌,엘리시움,65587121.0,82.0,420.0,86.15,92.44,100.0,78.8,58.0,100.0,99999.0,170.0,123.0,342.0,1350.0,380.0,62000.0,7996.0,5082.0,5511.0,96122.0,32575.0,1443.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0,55.0,6.0,52.0,3.0,6.0,7.0,42.0,5817.0,1420.0,155914521.0
제북,3,True,2025-06-19T00:00+09:00,285,크로아,9621.0,cbc97f81c27e65d539322c80858c3339,배틀메이지,크로아,82915670.0,161.0,544.0,74.46,98.56,121.0,156.85,76.0,100.0,44916.0,172.0,123.0,305.0,1350.0,350.0,4442.0,4533.0,59119.0,7372.0,167031.0,70630.0,4.0,4.0,1443.0,4.0,0.0,0.0,106.0,40.0,59.0,4.0,12.0,0.0,6.0,7.0,72.0,1936.0,6223.0,138760888.0
Trace결빙,3,False,2024-01-16T00:00+09:00,286,이노시스,9264.0,68fa10c14dca6e06a452fe873685c64aefe8d04e6d233bd35cf2fabdeb93fb0d,아란,기타,125126597.0,117.0,483.0,46.41,97.29,90.0,108.75,82.0,100.0,99999.0,170.0,123.0,371.0,1350.0,530.0,78341.0,11835.0,6974.0,6802.0,75906.0,31388.0,1448.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0,59.0,5.0,12.0,0.0,6.0,0.0,30.0,8128.0,2123.0,315421433.0
신쏘힝,3,True,2009-11-28T00:00+09:00,287,베라,9464.0,3b4711e6c020ede06838a6fa21741bf4,바이퍼,기타,95148164.0,109.0,525.0,50.4,98.22,113.0,134.9,58.0,100.0,99999.0,170.0,123.0,324.0,1350.0,500.0,66756.0,8984.0,5165.0,5300.0,82617.0,40430.0,1458.0,4.0,4.0,4.0,-173.0,-110.0,106.0,10.0,64.0,5.0,12.0,3.0,5.0,7.0,57.0,6451.0,1399.0,181791421.0
l레이스l,3,True,2025-06-19T00:00+09:00,285,엘리시움,10180.0,25e921019e2e88444f74baf0f35cbc4ffd842dab14be2a956555625b37c97bff,렌,엘리시움,95877180.0,97.0,500.0,87.7,95.97,111.0,106.95,55.0,100.0,99999.0,168.0,123.0,360.0,1360.0,310.0,68982.0,7782.0,5034.0,5372.0,87617.0,21843.0,1443.0,4.0,4.0,4.0,0.0,0.0,32.0,17.0,71.0,6.0,12.0,0.0,6.0,7.0,34.0,7030.0,1738.0,244391293.0
N령렌,3,True,2025-06-24T00:00+09:00,289,챌린저스3,9196.0,d168a12943025fad499c4186cd1f6c70fd842dab14be2a956555625b37c97bff,렌,챌린저스,64106120.0,95.0,306.0,86.15,89.62,92.0,70.0,56.0,100.0,96098.0,170.0,123.0,267.0,1350.0,630.0,54030.0,6070.0,3807.0,3912.0,92549.0,36103.0,1468.0,4.0,4.0,4.0,0.0,0.0,161.0,140.0,40.0,6.0,102.0,2.0,6.0,3.0,186.0,6114.0,1252.0,113426316.0
역동핵주먹,2,True,2023-06-28T00:00+09:00,291,스카니아,9166.0,4e11cdc94a0b08487f31fc640a9dc47f,소울마스터,스카니아,70408942.0,94.25,380.0,60.88,83.14,104.0,98.05,84.0,100.0,99999.0,160.0,123.0,363.0,1350.0,720.0,65024.0,9447.0,6109.0,5799.0,91335.0,45183.0,1473.0,4.0,4.0,4.0,0.0,0.0,246.0,140.0,46.0,4.0,108.0,0.0,5.0,0.0,228.0,6238.0,1893.0,156727408.0
NEXT피바다,3,True,2025-12-18T00:00+09:00,285,챌린저스4,,8cab39e5c2cb2c2e7c132e24adb8a32d,아란,챌린저스,30722871.0,88.0,258.0,33.1,95.36,90.0,72.0,61.0,100.0,79360.0,160.0,123.0,275.0,1400.0,250.0,44992.0,4998.0,2523.0,2430.0,92046.0,40703.0,1443.0,4.0,4.0,4.0,0.0,0.0,119.0,35.0,70.0,5.0,413.0,2.0,5.0,0.0,100.0,4455.0,1188.0,51763930.0
